usuario,contrasena,nombre,correo,paisOrigen,necesidadesEspecialesEducación,genero,estadoCivil,prestamo,beca,desplazado,totalCreditos
dhallums61,ubo89uN,Davis Hallums,dhallums61@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
geastlake62,nad73,Guido Eastlake,geastlake62@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
santonioni63,ovy48d~*tq,Spenser Antonioni,santonioni63@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
pmacqueen64,sah063!b.K,Price MacQueen,pmacqueen64@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
trollin65,xml83Cr,Tove Rollin,trollin65@edu.com,Portugal,Si,Femenino,Casado,No,Si,No,3.0
cbourthoumieux66,lth81NY,Chrissy Bourthoumieux,cbourthoumieux66@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
scunningham67,xgh8415z,Susi Cunningham,scunningham67@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
cthom68,dsf50s_cP,Cherish Thom,cthom68@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
cpero69,qwd40O#usl,Carissa Pero,cpero69@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
tsanz6a,kuh72QgB,Tait Sanz,tsanz6a@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
kzamorrano6b,rpe46YHO5q,Kalila Zamorrano,kzamorrano6b@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
vdufer6c,mrl84b$ZCV,Valentine Dufer,vdufer6c@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
icripin6d,zfq29Oq#=&,Inglebert Cripin,icripin6d@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
rburgoyne6e,ena97f}!sU,Rochette Burgoyne,rburgoyne6e@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
jbram6f,fbj82t\<(,Joline Bram,jbram6f@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
aalgore6g,sus64,Ardis Algore,aalgore6g@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
tclancey6h,evs38&7v,Tessi Clancey,tclancey6h@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
kkobiera6i,mog5052/,Keslie Kobiera,kkobiera6i@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
wmorris6j,pkv86V,Wilbert Morris,wmorris6j@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
randriessen6k,zcr34o9G,Rickert Andriessen,randriessen6k@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
zdrewry6l,ufb31Ybf,Zebadiah Drewry,zdrewry6l@edu.com,Portugal,Si,Femenino,Soltero,No,Si,No,0.0
rpovall6m,fqd37|\M,Ronalda Povall,rpovall6m@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
cchristin6n,iwp576=y,Carr Christin,cchristin6n@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
asyddall6o,jvz04T.,Annabela Syddall,asyddall6o@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ydocker6p,azk64i2M#,Yasmin Docker,ydocker6p@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
airemonger6q,ybl534S(,Aeriel Iremonger,airemonger6q@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
nphilipson6r,fgb805p4P9,Noe Philipson,nphilipson6r@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
vmasey6s,fvc24uJg+,Verile Masey,vmasey6s@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
dbattle6t,znv57,Daphna Battle,dbattle6t@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
rpegram6u,wxt64(O8,Rozele Pegram,rpegram6u@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
nwyke6v,cwv34cZ,Natty Wyke,nwyke6v@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,3.0
rdimmack6w,etu49&Q,Raquela Dimmack,rdimmack6w@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bskerman6x,vbw98ucnp*,Baron Skerman,bskerman6x@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
caburrow6y,saa16F,Corbie Aburrow,caburrow6y@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
nmccourt6z,ydy73eJ,Ninnette McCourt,nmccourt6z@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
rmathivat70,zla64@P(,Rhody Mathivat,rmathivat70@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
bfolk71,fnl32mPT<,Barby Folk,bfolk71@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
jhaggleton72,jqu41,Jill Haggleton,jhaggleton72@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
vpine73,wyn01!8e},Veradis Pine,vpine73@edu.com,Portugal,No,Femenino,Casado,Si,Si,Si,0.0
lkunisch74,ggw00,Lindy Kunisch,lkunisch74@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
dmatthis75,jld26(\5>i,Demetra Matthis,dmatthis75@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
gunger76,znb49${5p,Gawen Unger,gunger76@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
jhamlen77,mcv70B={Z,Judye Hamlen,jhamlen77@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
aberard78,eto76#aPr,Amye Berard,aberard78@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
rclaxson79,hyi57,Ros Claxson,rclaxson79@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
vfealty7a,tug39xZ),Vickie Fealty,vfealty7a@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,3.0
cklouz7b,fav34z9,Christophorus Klouz,cklouz7b@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
kjoontjes7c,lji83o,Klemens Joontjes,kjoontjes7c@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
ltams7d,nzc43,Langston Tams,ltams7d@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
rbucktrout7e,jue72raVGT,Rodie Bucktrout,rbucktrout7e@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ghincks7f,fqr43uN,Gina Hincks,ghincks7f@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
gellicombe7g,sav05s,Genny Ellicombe,gellicombe7g@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
mweetch7h,onr535K(,Mariele Weetch,mweetch7h@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
csiemandl7i,tbj60oI&D,Colet Siemandl,csiemandl7i@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
ddust7j,ckz215,Danette Dust,ddust7j@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
gromanski7k,gzy5070I,Gerhardt Romanski,gromanski7k@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mpaoli7l,rjq27v,Mercy Paoli,mpaoli7l@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
vlaker7m,hlt44m,Victoria Laker,vlaker7m@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
walderton7n,gzl99,Woody Alderton,walderton7n@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mcroux7o,kpr33EK,Mia Croux,mcroux7o@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
kdipple7p,xsb58CH,Kelli Dipple,kdipple7p@edu.com,Portugal,No,Femenino,Casado,Si,No,No,3.0
clambertini7q,typ12LX\Y,Cleo Lambertini,clambertini7q@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
sgothrup7r,pnw87S,Sula Gothrup,sgothrup7r@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
piacobassi7s,vex501/y,Padraig Iacobassi,piacobassi7s@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
kgehrels7t,ewr83D,Kareem Gehrels,kgehrels7t@edu.com,Portugal,No,Femenino,Divorciado,No,Si,Si,0.0
cfountian7u,ulx08mR?,Caroline Fountian,cfountian7u@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
lchalder7v,env90,Linda Chalder,lchalder7v@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
mst7w,dvk69b,Midge St. Hill,mst7w@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
glelievre7x,uno51bsn?J,Gregg Lelievre,glelievre7x@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
hudie7y,jtq89JWO,Hillel Udie,hudie7y@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
bsacaze7z,wjg953o>,Bone Sacaze,bsacaze7z@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
ktruckell80,muw79/_Uu,Kip Truckell,ktruckell80@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
hseldon81,ffi26*4vk,Harland Seldon,hseldon81@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
nsibley82,sbm52HlL,Noe Sibley,nsibley82@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
jwragg83,obo23w,Joye Wragg,jwragg83@edu.com,Portugal,No,Femenino,Soltero,Si,Si,No,0.0
acoveney84,cfu81v)&CN,Amos Coveney,acoveney84@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
sblacklock85,uob60D,Sashenka Blacklock,sblacklock85@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
jlemarie86,cqu80,Jodie Lemarie,jlemarie86@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
tivshin87,lsu211yt,Tamera Ivshin,tivshin87@edu.com,Portugal,No,Femenino,Casado,No,Si,No,0.0
efison88,dvc70X$,Emerson Fison,efison88@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
vwixey89,bfe18E@},Von Wixey,vwixey89@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
tferronet8a,aui24GthKr,Thebault Ferronet,tferronet8a@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
rstollman8b,aeq16TK,Rea Stollman,rstollman8b@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
hcotesford8c,env53IPSn,Hilda Cotesford,hcotesford8c@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dsommerling8d,avb58,Donal Sommerling,dsommerling8d@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
lferencowicz8e,npj63G,Liesa Ferencowicz,lferencowicz8e@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
mrosenauer8f,chy88ZM/,Major Rosenauer,mrosenauer8f@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
ccotterrill8g,tsk103tT/,Christin Cotterrill,ccotterrill8g@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
sbende8h,gnw12*1jDC,Sheffy Bende,sbende8h@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
aderl8i,hxh29SV\,Aldin Derl,aderl8i@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
eglanister8j,zcl91Kx2V,Emiline Glanister,eglanister8j@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bvedenisov8k,tqx44onv3,Blondelle Vedenisov,bvedenisov8k@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
mcocklie8l,exy54,Marlo Cocklie,mcocklie8l@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
vsouthernwood8m,tkr597X%(,Valeria Southernwood,vsouthernwood8m@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
mcastellone8n,lgw10M,Marthe Castellone,mcastellone8n@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
lduiged8o,jxe66<_7Y1,Liesa Duiged,lduiged8o@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
fcoche8p,mzn56fR(.H,Fallon Coche,fcoche8p@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
tbarnewille8q,tsi26x=,Trefor Barnewille,tbarnewille8q@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
btatlow8r,btx08R<?,Binny Tatlow,btatlow8r@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
alouca8s,jvq46Q,Alessandro Louca,alouca8s@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,4.0
cvautrey8t,kjh38$,Colin Vautrey,cvautrey8t@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
haven8u,qid43mN{,Harv Aven,haven8u@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,4.0
bclarey8v,gum14Bd@,Balduin Clarey,bclarey8v@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
cbeston8w,rzv81&r,Colene Beston,cbeston8w@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
balbasiny8x,fvt73${,Barry Albasiny,balbasiny8x@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
fdignam8y,tqz48u@I,Florella Dignam,fdignam8y@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
rjennery8z,fuh66=uB~,Rahal Jennery,rjennery8z@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
gbastie90,ygt885t?2O,Garfield Bastie,gbastie90@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bcholwell91,wjd50(q4,Bonita Cholwell,bcholwell91@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
acrellin92,ddj62I,Avril Crellin,acrellin92@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
schevalier93,qjj85ol}(,Shelton Chevalier,schevalier93@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
abohea94,euc56I~QE,Archaimbaud Bohea,abohea94@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
flegion95,zgd97?,Fulvia Legion,flegion95@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ybilston96,giu14esQm,Yale Bilston,ybilston96@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
eould97,qmv68<3,Em Ould,eould97@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
tcookman98,vmo01p6,Tadeas Cookman,tcookman98@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mgrigoliis99,rvl75=fz<F,Malachi Grigoliis,mgrigoliis99@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
crysdale9a,jxi64S,Celestina Rysdale,crysdale9a@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
eoakwell9b,cgn84}T!m9,Emeline Oakwell,eoakwell9b@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
wdeppen9c,rjb13g,Wake Deppen,wdeppen9c@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
jcleaver9d,xet06TgDeB,Jeannie Cleaver,jcleaver9d@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
smoody9e,yjr84t,Siegfried Moody,smoody9e@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
cstothard9f,lvm02=!,Charlena Stothard,cstothard9f@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
magglione9g,dop87T,Mel Agglione,magglione9g@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
fstollmeier9h,ibs37Qn>,Florie Stollmeier,fstollmeier9h@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
tballchin9i,utc44,Tisha Ballchin,tballchin9i@edu.com,Portugal,No,Femenino,Casado,No,No,Si,0.0
kgregorin9j,xna28L9wi8,Kassie Gregorin,kgregorin9j@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
cisaac9k,hpo95,Cristiano Isaac,cisaac9k@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
htabour9l,stq69,Haydon Tabour,htabour9l@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
shulks9m,ble98,Sam Hulks,shulks9m@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
raspray9n,zko04~S,Risa Aspray,raspray9n@edu.com,Portugal,No,Femenino,Divorciado,No,No,No,3.0
pkarpenya9o,cbt79=OW,Page Karpenya,pkarpenya9o@edu.com,Portugal,No,Femenino,Casado,No,No,No,3.0
tplayle9p,cpi98gk&XT,Tades Playle,tplayle9p@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
rrobison9q,eyy70g9,Raynard Robison,rrobison9q@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
tlandal9r,jlq74e/XU,Thaddus Landal,tlandal9r@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
gpatrick9s,csb66,Gweneth Patrick,gpatrick9s@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
mudden9t,xyl335,Maura Udden,mudden9t@edu.com,Portugal,No,Femenino,Casado,Si,Si,No,3.0
ssennett9u,vro766j=RM,Shena Sennett,ssennett9u@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,3.0
gcaslett9v,qtf27B.F&,Gerik Caslett,gcaslett9v@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
tsmye9w,qgi12t,Tabbatha Smye,tsmye9w@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
bettery9x,bkm78@C,Barbee Ettery,bettery9x@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
dpischoff9y,spx18j=,Douglas Pischoff,dpischoff9y@edu.com,Portugal,No,Femenino,Soltero,Si,Si,No,3.0
rtewkesbury9z,pym33I~,Rollie Tewkesbury,rtewkesbury9z@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
bsnedkera0,fcs68Vfx,Bartholomeo Snedker,bsnedkera0@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ftitchena1,vfl91A5,Florette Titchen,ftitchena1@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
ltowna2,rba08JaAZN,Luca Town,ltowna2@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dharlinga3,val33d>,Dwight Harling,dharlinga3@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
sdrohanea4,hgk86ut,Sande Drohane,sdrohanea4@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
aflorya5,sbp49y#,Artair Flory,aflorya5@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
srosielloa6,imo24/z,Seward Rosiello,srosielloa6@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
jvannonia7,blf25FiK,Johnnie Vannoni,jvannonia7@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
etitheridgea8,wdx34O10P,Ernestus Titheridge,etitheridgea8@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
pstatea9,pwx45KoY,Padgett State,pstatea9@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
tbingellaa,noz70A,Tiertza Bingell,tbingellaa@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
bdymondab,fzu77?E7,Brent Dymond,bdymondab@edu.com,Portugal,No,Femenino,Divorciado,No,Si,No,0.0
ohatherellac,mnh93,Odelia Hatherell,ohatherellac@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
zscholcroftad,omp72*,Zelda Scholcroft,zscholcroftad@edu.com,Portugal,No,Femenino,Divorciado,No,No,No,0.0
mmatuskaae,bbj59(?CP,Marchall Matuska,mmatuskaae@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
waxworthyaf,wdi70Cj,Wayland Axworthy,waxworthyaf@edu.com,Portugal,No,Femenino,Casado,Si,No,No,0.0
gsetteringtonag,cud14CQ)S1,Georas Setterington,gsetteringtonag@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
djodrellecah,zpd40e#.,Dode Jodrellec,djodrellecah@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
kspearmanai,tqt92z(,Kelvin Spearman,kspearmanai@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
cduetscheaj,shg17a?Gx,Clea Duetsche,cduetscheaj@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
edionisioak,rob06l%M,Esta Dionisio,edionisioak@edu.com,Portugal,No,Femenino,Divorciado,No,Si,No,2.0
jocalleranal,ymg80(X,Jareb OCalleran,jocalleranal@edu.com,Portugal,No,Femenino,Soltero,No,No,No,2.0
aantonikovam,epw51y_,Abie Antonikov,aantonikovam@edu.com,Portugal,No,Femenino,Soltero,No,No,No,2.0
cyewmanan,yus25,Christian Yewman,cyewmanan@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,2.0
dtewkesburyao,nsm50z,Danya Tewkesbury.,dtewkesburyao@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
gklesseap,bhd97kf,Goddard Klesse,gklesseap@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
mwollardaq,ney20,Marwin Wollard,mwollardaq@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
aheavensar,pxy846b_Z,Ashlen Heavens,aheavensar@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
kdisburyas,mmz69T,Kareem Disbury,kdisburyas@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
sgordgeat,hyo00rv,Sidnee Gordge,sgordgeat@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
mhemsteadau,sjp91sq,Melisande Hemstead,mhemsteadau@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
rbolensav,buj93iT+r,Rayshell Bolens,rbolensav@edu.com,Portugal,Si,Femenino,Soltero,No,No,No,0.0
escullionaw,hup16p,Elyn Scullion,escullionaw@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
jhulburdax,nyq628j,Jorry Hulburd,jhulburdax@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
jmoodeyay,pns26_,Jule Moodey,jmoodeyay@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
wwalentaaz,bti90,Willie Walenta,wwalentaaz@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
gbainsb0,zkh06t+Lq,Gabbey Bains,gbainsb0@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
tbenzieb1,mvy86.,Tawsha Benzie,tbenzieb1@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
eparzizekb2,fbf17E7WIR,Elfie Parzizek,eparzizekb2@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,3.0
thosierb3,lfp02{c+,Tara Hosier,thosierb3@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
fsansb4,xxs85lB,Farris Sans,fsansb4@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,9.0
ethatchamb5,bkt93S=D,Emmalynn Thatcham,ethatchamb5@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,9.0
ccajklerb6,erz07jwM,Clemence Cajkler,ccajklerb6@edu.com,Portugal,Si,Femenino,Soltero,No,No,Si,9.0
cmarthenb7,znd04,Casar Marthen,cmarthenb7@edu.com,Portugal,No,Femenino,Soltero,No,No,No,9.0
lmcgrahb8,qlj13((G,Lani McGrah,lmcgrahb8@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mdupoyb9,xqc19h,Myrvyn Dupoy,mdupoyb9@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
tkneeboneba,rrd25P<aW,Tye Kneebone,tkneeboneba@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bmeachanbb,yxe33dTs#(,Bentley Meachan,bmeachanbb@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
gmagarrellbc,ciw87&0o,Glynn Magarrell,gmagarrellbc@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
rtroyesbd,hqa29U8a,Raimondo Troyes,rtroyesbd@edu.com,Portugal,No,Femenino,Divorciado,No,No,No,3.0
plernerbe,ldx97T2u4,Park Lerner,plernerbe@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
btripneybf,fow21bq,Bail Tripney,btripneybf@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
jmellmothbg,eng82,Johnny Mellmoth,jmellmothbg@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bgiorgiellibh,ssm52jj,Benedicta Giorgielli,bgiorgiellibh@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
kkeijserbi,zdf55FHQ2a,Karry Keijser,kkeijserbi@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
shatliffbj,xqh02UkvMp,Serena Hatliff,shatliffbj@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
fmcgeorgebk,cqd56{M,Francene McGeorge,fmcgeorgebk@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
abodybl,nbn07L,Alicia Body,abodybl@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
cbodenbm,xxu44ftiI,Carleen Boden,cbodenbm@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
lpaddonbn,ilq18uwk,Layla Paddon,lpaddonbn@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
zwilsteadbo,svz25=~w,Zebulon Wilstead,zwilsteadbo@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
egallybp,lky13y~,Elle Gally,egallybp@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
ecominettibq,qwe68,Esdras Cominetti,ecominettibq@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
ubittanybr,gdk25J5L,Uri Bittany,ubittanybr@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
dbelonebs,wkz65+,Drusilla Belone,dbelonebs@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
ccastelynbt,iyu22s>,Caitlin Castelyn,ccastelynbt@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
troccabu,zoc72pHT$#,Thorsten Rocca,troccabu@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
mpionterbv,mit67,Manfred Pionter,mpionterbv@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
mgabrielibw,ivt08G2m,Meggie Gabrieli,mgabrielibw@edu.com,Portugal,No,Femenino,Viudo,No,No,Si,3.0
lsemberbx,end38MG\LL,Lea Sember,lsemberbx@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
mcowgillby,ufi38c16,Marice Cowgill,mcowgillby@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
ahinkinsbz,owr23,Alexandre Hinkins,ahinkinsbz@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
amallionc0,ltm34,Alfred Mallion,amallionc0@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
mridgwayc1,eet21a,Melitta Ridgway,mridgwayc1@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
mgerreltc2,jal96peUDw,Mirabel Gerrelt,mgerreltc2@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bkendrickc3,wke39c&Ixc,Bartolomeo Kendrick,bkendrickc3@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
